1947-8-08-Churchill-House of Commons Hansard-Mr. Churchill.txt;1947-8-08;Supplies And Services (Transitional Powers) Bill;50;He has never modified or withdrawn the statement which I am about to read out, and I know nothing in his conduct which would lead one to suppose that he has. At any rate, he is  quite welcome to make a withdrawal whenever he chooses. This is what he said: 
1947-8-08-Churchill-House of Commons Hansard-Mr. Churchill.txt;1947-8-08;Supplies And Services (Transitional Powers) Bill;11;I must return to the President of the Board of Trade: 
1947-8-08-Churchill-House of Commons Hansard-Mr. Churchill.txt;1947-8-08;Supplies And Services (Transitional Powers) Bill;15;So I did. I have been so much interrupted. But I have got another one: 
1947-8-08-Churchill-House of Commons Hansard-Mr. Churchill.txt;1947-8-08;Supplies And Services (Transitional Powers) Bill;10;The right hon and learned Gentleman went on to say: 
1947-8-08-Churchill-House of Commons Hansard-Mr. Churchill.txt;1947-8-08;Supplies And Services (Transitional Powers) Bill;127;Hon. Members opposite seem to be very hilarious, but there is an air of apprehension behind their laughter, because they know that they will have to justify on every platform in the country not only the physical miseries which they have inflicted upon this country, but the gross invasions of our fundamental liberties. I ask, are these powers in Subsection (1, c), in their vague, all-embracing terms, the kind of powers which we would entrust to a man who holds these views about this House, and about society and the State in relation to ordinary men and women? Naturally, one shrinks from giving support to such immense powers when we have heard beforehand how one of the most able of all the Ministers intends to use them.
1947-8-08-Churchill-House of Commons Hansard-Mr. Churchill.txt;1947-8-08;Supplies And Services (Transitional Powers) Bill;261;Perhaps the hon. and learned Gentleman will be successful in catching your eye, Mr. Speaker. He is not successful in catching mine. I am still mystified about the intentions and motives of the Government. The Prime Minister's speech on Wednesday is universally judged to be inadequate to the crisis and vague in its character. Are the Government trying to make up for lack of deeds by boastful words? That is a point which has occurred to me. It is the most innocent explanation of this Bill that I can find. Why should they come forward with all these demands for totalitarian powers when nothing that was said by the Prime Minister or by any of the Ministers who spoke yesterday in the Debate furnishes any substantial reason for their need? Is it because—and we must ask ourselves this—they wish to get Parliament separated and away on the holidays and then use these powers with irrevocable effect? Or is it, having no  effective plan or design, they wish to cover up their vacuity by the assumption of sweeping powers? Some light must be cast on this as the Debate proceeds. If the Government are sincerely concerned with the enduring validity of the 1945 legislation, and wish only to be reassured on that point, it is quite easy for them to accept the series of Amendments which we shall place on the Order Paper to that effect. If what they tell us is their purpose is true, it is quite easy for them greatly to diminish any criticism or opposition to this Measure.
1947-8-08-Churchill-House of Commons Hansard-Mr. Churchill.txt;1947-8-08;Supplies And Services (Transitional Powers) Bill;44;My hon. Friend has said that he was not referring to the hon. Member for Central Portsmouth in any way. How then can it be complained that my hon. Friend was insulting him, when he was not even pointing at the hon. Member opposite?
1947-8-08-Churchill-House of Commons Hansard-Mr. Churchill.txt;1947-8-08;Supplies And Services (Transitional Powers) Bill;5;His aim was not accurate.
1947-8-08-Churchill-House of Commons Hansard-Mr. Churchill.txt;1947-8-08;Supplies And Services (Transitional Powers) Bill;59;I have never criticised the action of the Labour Party in that connection. I thought it was very wise and patriotic of them to do so, and we worked together for five eventful, tumultuous years. My criticism has been directed at the action of the present majority returned at the Election, which I say has put party before country.
1947-8-08-Churchill-House of Commons Hansard-Mr. Churchill.txt;1947-8-08;Supplies And Services (Transitional Powers) Bill;22;We suggested that it should be put in the Expiring Laws (Continuance) Act, which would enable it to be judged every year.
1947-8-08-Churchill-House of Commons Hansard-Mr. Churchill.txt;1947-8-08;Supplies And Services (Transitional Powers) Bill;10;We all agree with the right hon. Gentleman about 1913.
1947-8-08-Churchill-House of Commons Hansard-Mr. Churchill.txt;1947-8-08;Supplies And Services (Transitional Powers) Bill;11;Look to your own sup porters; do not look at us.
1947-8-08-Churchill-House of Commons Hansard-Mr. Churchill.txt;1947-8-08;Supplies And Services (Transitional Powers) Bill;10;Has the right hon. Gentleman only just found that out?
1947-8-08-Churchill-House of Commons Hansard-Mr. Churchill.txt;1947-8-08;Supplies And Services (Transitional Powers) Bill;11;The right hon. Gentleman is a long way off the Bill.
1947-8-08-Churchill-House of Commons Hansard-Mr. Churchill.txt;1947-8-08;Supplies And Services (Transitional Powers) Bill;7;The Government can do anything they like.
1947-8-08-Churchill-House of Commons Hansard-Mr. Churchill.txt;1947-8-08;Supplies And Services (Transitional Powers) Bill;55;A great demand is being made. The right hon. Gentleman has said that if people are not prepared to place the whole of their resources at the disposal of the community, the Government will ensure that they should render the necessary help to the nation. What is the community? It is there—the party Government opposite.
1947-8-08-Churchill-House of Commons Hansard-Mr. Churchill.txt;1947-8-08;Supplies And Services (Transitional Powers) Bill;74;I do not like interrupting the right hon. Gentleman, whose courtesy to the House we all recognise, and whose earnest approach to this topic is not resented in any way The point is that the Government are taking away from the legislative and Parliamentary instrument the duties which it ought to discharge, and taking to themselves, without precise or preconceived plan, vast powers which sweep away all the liberties which we have hitherto enjoyed.
1947-8-08-Churchill-House of Commons Hansard-Mr. Churchill.txt;1947-8-08;Supplies And Services (Transitional Powers) Bill;3;The very words.
1949-7-14-Churchill-House of Commons Hansard-Mr. Churchill.txt;1949-7-14;Metal Stocks (Prices);44;Is it not very important that the House and the country should have in their possession the true figures of the very heavy losses made by the State-management of these purchasing affairs, and the consequent burden and handicap imposed upon our export trade thereby?
1949-7-14-Churchill-House of Commons Hansard-Mr. Churchill.txt;1949-7-14;Metal Stocks (Prices);21;Then why did the Minister not say that before? If it had been to his detriment he would have concealed it.
1941-5-29-Churchill-House of Commons Hansard-The Prime Minister (Mr. Churchill).txt;1941-5-29;Electricity Supply;13;It is not proposed to undertake such are organisation at the present time.
1941-5-29-Churchill-House of Commons Hansard-The Prime Minister.txt;1941-5-29;Electricity Supply;17;I hope shortly to be in a position to make a statement on this and cognate subjects.
1948-4-08-Churchill-House of Commons Hansard-Mr. Churchill.txt;1948-4-08;Petrol (New Rationing System);160;It is, of course, our duly on this side of the House to welcome any sign of repentance, however tardy and however partial it may be, and I certainly do not wish to discourage the right hon. Gentleman, by the questions I am going to ask him, from further efforts to pursue that stony but on the whole righteous path. We have urged the great inconvenience to which the public was subjected, and I should like to ask how it  was that these arrangements, which I must say seem to have been very carefully considered, could not have been thought out before striking the blow which caused immense disturbance and heavy internal loss to this country. Why should not all the thought, or a good part of the thought, contained in this statement have been expended in the Government Departments concerned, and the nation have had the benefit of a well-considered, carefully-considered scheme instead of the abrupt and crude cut?
1948-4-08-Churchill-House of Commons Hansard-Mr. Churchill.txt;1948-4-08;Petrol (New Rationing System);112;Is not that a very serious statement, because people are now invited to take out licences and make their plans on the basis of the statement which has just been put forward? Let me say at once that every effort must be made to stamp out the black market; but supposing these efforts do not succeed in overcoming the ingenuity of those engaged in these evil practices, are we to assume that all this is to be swept away, when people have taken out licences and made their arrangements—that it will all be taken away? Would it not be better to say that this scheme will have at least a year's run?
1948-4-08-Churchill-House of Commons Hansard-Mr. Churchill.txt;1948-4-08;Petrol (New Rationing System);25;I should like a direct answer to the point whether we may take it that this scheme will be given a run for a year.
1952-6-17-Churchill-House of Commons Hansard-The Prime Minister.txt;1952-6-17;Nato (Political Pronouncements);42;I was not aware of any criticism that was made about Field Marshal Montgomery, and I certainly have not been informed of any remarks by General Ridgway which it would be suitable or proper for us to take up in this House.
1952-6-17-Churchill-House of Commons Hansard-The Prime Minister.txt;1952-6-17;Nato (Political Pronouncements);29;The right hon. Gentleman, in his tenure of office, found himself thoroughly able to keep a most active political life going in combination with his duties as Defence Minister.
1952-6-17-Churchill-House of Commons Hansard-The Prime Minister.txt;1952-6-17;Nato (Political Pronouncements);30;I really think it would be rather difficult to arrange that all the military officers serving in N.A.T.O. and other organisations should submit their statements beforehand to the hon. Member.
1946-10-17-Churchill-House of Commons Hansard-Mr. Churchill.txt;1946-10-17;Jewish Fishery School;15;Is it to be declared a new crime for people to catch a few fish?
1954-1-26-Churchill-House of Commons Hansard-The Prime Minister (Sir Winston Churchill).txt;1954-1-26;Civil Defence (Ministerial Responsibility);98;No, Sir. Experience before, during and since the last war has shown conclusively that the main Civil Defence work is so closely linked with the maintenance of law and order and the work of local authorities that the Home Secretary and the Secretary of State for Scotland must be the focal points for preparations and for operational control in the event of war. There has, of course, to be close liaison between the fighting Services and  those engaged in Civil Defence, but this can be effectively secured, in our opinion, by consultations between Ministers and the services concerned.
1954-1-26-Churchill-House of Commons Hansard-The Prime Minister.txt;1954-1-26;Civil Defence (Ministerial Responsibility);69;Lots of points are raised in that supplementary question. I am astonished, I must say, that the hon. Member should suggest that I have not read that Report. This matter has been very carefully considered as between the civil and military authorities. We found it worked very satisfactorily—or more or lesssatisfactorily—in the war, and I think the Home Secretary is the Minister who should be in charge of it.
1954-1-26-Churchill-House of Commons Hansard-The Prime Minister.txt;1954-1-26;Civil Defence (Ministerial Responsibility);24;I assure the right hon. Gentleman—I almost said my right hon. Friend, as he was in those days—I shall stand firm as a rock.
1954-1-26-Churchill-House of Commons Hansard-The Prime Minister.txt;1954-1-26;Civil Defence (Ministerial Responsibility);96;The Report is being most carefully studied by the Departments, and by none more than the Home Office. Of course, undoubtedly, what is needed to make a very keen voluntary effort in Civil Defence is a sense of alarm, of danger. Without that it is difficult, and as the feeling that, perhaps, things are a little better and the outlook a little clearer grows in the land, it has that disadvantage that people do not feel the same need to be prepared for immediate war. Well, I think we shall have to put up with that.
1940-2-14-Churchill-House of Commons Hansard-Mr. Churchill.txt;1940-2-14;German Airmen (Rescue From Sea);30;The ordinary instincts of humanity require the rescue from the sea of drowning men or castaways, should they be observed by His Majesty's ships in the course of their duties.
1940-2-14-Churchill-House of Commons Hansard-Mr. Churchill.txt;1940-2-14;German Airmen (Rescue From Sea);20;I think my answer covers that point as well as the other point of the right hon. and gallant Gentleman.
1940-2-14-Churchill-House of Commons Hansard-Mr. Churchill.txt;1940-2-14;German Airmen (Rescue From Sea);12;I did not have the opportunity of answering Questions at that time.
1951-4-11-Churchill-House of Commons Hansard-Mr. Churchill.txt;1951-4-11;Korea (United Nations Policy);105;May I ask the right hon. Gentleman whether he is aware that there is general agreement on this side  of the House with what he calls the traditional view that the constitutional and civil authorities should control the actions of military commanders? May I also associate us on this side with what he has said about the brilliant services which General MacArthur has rendered throughout the Great War and since in the direction of affairs in Japan, and say that we do not feel that these troubles which have occurred recently in any way diminish the great quality of the services which he has rendered?
1943-7-14-Churchill-House of Commons Hansard-The Prime Minister (Mr. Churchill).txt;1943-7-14;Electoral Reform;118;The first point raised in this Question has been carefully considered, and it has been decided not to reduce the age qualification below 21 for the next General Election in respect of Service or ex-Service men and women, since any such step would operate harshly on those other young persons who, by virtue of their essential war work, have been unable to join the Forces. Since the other points raised will be open for discussion during the opportunity to be afforded to Parliament to discuss questions of electoral reform in good time before the next General Election, I do not consider it necessary for these matters to be investigated at this time by a Parliamentary Committee of Inquiry.
1943-7-14-Churchill-House of Commons Hansard-The Prime Minister.txt;1943-7-14;Electoral Reform;15;Most people have been inquiring into these matters during the whole of their Parliamentary lives.
1952-4-28-Churchill-House of Commons Hansard-The Prime Minister.txt;1952-4-28;Transport Fare Increases;6;After six years of Socialist rule.
1952-4-28-Churchill-House of Commons Hansard-The Prime Minister.txt;1952-4-28;Transport Fare Increases;3;At whose expense?
1952-4-28-Churchill-House of Commons Hansard-The Prime Minister.txt;1952-4-28;Transport Fare Increases;2;indicated dissent.
1952-4-28-Churchill-House of Commons Hansard-The Prime Minister.txt;1952-4-28;Transport Fare Increases;2;indicated dissent.
1952-4-28-Churchill-House of Commons Hansard-The Prime Minister.txt;1952-4-28;Transport Fare Increases;1;No.
1940-3-06-Churchill-House of Commons Hansard-Mr. Churchill.txt;1940-3-06;His Majesty's Yacht "Victoria And Albert";37;The men concerned have recently submitted representations on this question through the usual Service channels, and these are now under consideration. When a decision has been reached I will communicate it to my hon. and gallant Friends.
1948-4-08-Churchill-House of Commons Hansard-Mr. Churchill.txt;1948-4-08;Palestine (Murder Of British Soldiers);97;Will inquiries also be made as to the unpreparedness of this camp, because it does seem that they were taken completely by surprise, and that this treacherous outrage was conducted with the utmost efficiency while our poor men, who were looking forward to coming back to their families in this country, were cut off and shot down without being able to inflict one single casualty upon the assailants. I think we ought to take measures to look after our soldiers, quite apart from all the other issues on which we are in entire accord with the Government.
1954-11-04-Churchill-House of Commons Hansard-The Prime Minister (Sir Winston Churchill).txt;1954-11-04;Minister Of Education (Speech);57;I am sure we do not want national education mixed up with party politics, and this was certainly not the intention of my right hon. Friend. I am also sure that the parents of the children, whatever ticket they vote on, should be in closer friendly touch with the teachers who care so much for their children.
1954-11-04-Churchill-House of Commons Hansard-The Prime Minister.txt;1954-11-04;Minister Of Education (Speech);20;I thought that I gave such a very nice answer to the Question that I might leave it at that.
1952-7-01-Churchill-House of Commons Hansard-The Prime Minister.txt;1952-7-01;Korean Campaign;41;—and as they are experiencing themselves in America. Above all, I hope we shall not concern ourselves with American party politics and that they will make all the necessary allowances for the struggles and rivalries going on on the benches opposite.
1952-7-01-Churchill-House of Commons Hansard-The Prime Minister.txt;1952-7-01;Korean Campaign;4;May I say that—
1952-7-01-Churchill-House of Commons Hansard-The Prime Minister.txt;1952-7-01;Korean Campaign;22;Might I inform hon. Members that it is already on the tape? The whole report is already published by the United States.
1952-7-01-Churchill-House of Commons Hansard-The Prime Minister.txt;1952-7-01;Korean Campaign;62;As I say, I do not remember any occasion in international affairs when a more candid and manly course has been taken by a prominent public man. The meeting was off the record, but I obtained permission to give an account to the House, and I find that this account was released this morning in the United States by the State Department.
1952-7-01-Churchill-House of Commons Hansard-The Prime Minister.txt;1952-7-01;Korean Campaign;20;The hon. Gentleman is so busy finding fault that he is not able to keep himself abreast of the, facts.
1952-7-01-Churchill-House of Commons Hansard-The Prime Minister.txt;1952-7-01;Korean Campaign;14;I do not propose to give way, because I was going to read out—
1952-7-01-Churchill-House of Commons Hansard-The Prime Minister.txt;1952-7-01;Korean Campaign;44;I am bound to say, if I may make a diversion, that I do not think there is any practice of the House which is more a subject of abuse than this raising of points of order of an unreal or even fraudulent character.
1952-7-01-Churchill-House of Commons Hansard-The Prime Minister.txt;1952-7-01;Korean Campaign;25;I should like, if I may, to read the version which has been published in Washington—the version which the hon. Gentleman was not aware of.
1952-7-01-Churchill-House of Commons Hansard-The Prime Minister.txt;1952-7-01;Korean Campaign;69;One would not have thought so from what has been said. The version of what Mr. Acheson said in Westminster Hall. It is open to hon. Members to say so if they heard something different, but I hope that they will wait until the speech has been concluded, and then they can raise that point. This is what I am informed he has said. I am quoting him now: 
1952-7-01-Churchill-House of Commons Hansard-The Prime Minister.txt;1952-7-01;Korean Campaign;7;Not a point of order, I hope.
1952-7-01-Churchill-House of Commons Hansard-Mr. Attlee.txt;1952-7-01;Korean Campaign;93;I gather from the right hon. Gentleman that the American Secretary of State thought this was a mistake, as we may understand, owing to one person having thought that the other had reported us the information, and the other had not done it. What the right hon. Gentleman has not explained, and a point on which we should like an explanation, is why two Cabinet Ministers, who ought to be fully informed about operations, have themselves told us that when a major operation—something quite exceptional—came about, they never knew a word about it.
1952-7-01-Churchill-House of Commons Hansard-The Prime Minister.txt;1952-7-01;Korean Campaign;68;That is a point which I will come to in due course, but I am on one point at a time, and I say that a more complete answer to the vote of censure which the Opposition have placed upon the Order Paper could not have been given than was given, and given in the hearing of so many who are here, by the American Secretary of State.
1952-7-01-Churchill-House of Commons Hansard-The Prime Minister.txt;1952-7-01;Korean Campaign;70;The former Minister of Defence said at the week-end that nothing like this breakdown in contact ever happened under the Socialist Government, or words to that effect. The most serious mistake that was made in the Korean campaign was the advance by General MacArthur, who has so many fine victories to his credit, not only beyond the 38th Parallel, but beyond the waist of the Korean Peninsula in November, 1950.
1952-7-01-Churchill-House of Commons Hansard-Mr. Attlee.txt;1952-7-01;Korean Campaign;6;Minister of Housing and Local Government.
1952-7-01-Churchill-House of Commons Hansard-The Prime Minister.txt;1952-7-01;Korean Campaign;16;I am much obliged to the right hon. Gentleman: there is nothing like getting it accurate.
1952-7-01-Churchill-House of Commons Hansard-The Prime Minister.txt;1952-7-01;Korean Campaign;30;That has absolutely nothing to do with it. It shows the confused mass of tangled irrelevances and disjointed thoughts with which the hon. Gentleman's head is filled, or almost filled.
1952-7-01-Churchill-House of Commons Hansard-The Prime Minister.txt;1952-7-01;Korean Campaign;98;One can easily go too far along such a road. When people say that they would rather commit suicide or would resist forcibly being sent back to the Communist zone, due consideration must be given to their wishes. Terrible things happened after the end of the Second World War about the repatriation of Russian prisoners. But, after all, we had been the ally of Russia, and many of these Russian prisoners had fought against their own country when it was in dire struggle. Moreover, the shape of the world was not defined as we can see it now.
1952-7-01-Churchill-House of Commons Hansard-The Prime Minister.txt;1952-7-01;Korean Campaign;121;In my opinion, in the present electioneering atmosphere across the Atlantic there might well be Isolationists who would take such threats at their word and say, "Let the British take their troops away and let us conduct the affair ourselves. We could easily replace their division with one of ours in Europe." There are many Americans who think that China is more important than Europe. It certainly would be a great misfortune if that line of thought were to prevail. Indeed, it might easily lead to the ruin of the whole European structure of defence which is being built up with so much effort and sacrifice and would expose us all to mortal danger not only of war but of destruction.
1952-7-01-Churchill-House of Commons Hansard-The Prime Minister.txt;1952-7-01;Korean Campaign;12;Does that apply to the regime above and below the Gangway opposite?
1952-7-01-Churchill-House of Commons Hansard-The Prime Minister.txt;1952-7-01;Korean Campaign;7;I agree with the right hon. Gentleman.
1952-7-01-Churchill-House of Commons Hansard-The Prime Minister.txt;1952-7-01;Korean Campaign;2;An accident.
1952-7-01-Churchill-House of Commons Hansard-The Prime Minister.txt;1952-7-01;Korean Campaign;14;I must point out that the expression "accidentally ignored" is a contradiction in terms.
1952-7-01-Churchill-House of Commons Hansard-The Prime Minister.txt;1952-7-01;Korean Campaign;12;The right hon. Gentleman will have brought the world to an end.
1944-2-01-Churchill-House of Commons Hansard-The Prime Minister (Mr. Churchill).txt;1944-2-01;Cessation Of Hostilities (Formal Date, Determination);69;No doubt at some date hostilities will cease in the different theatres of war. It is not for me to state what principles the courts would apply in construing the terms of agreements. Nor am I prepared at present to make any statement as to the principles on which the United Nations will proceed in determining any formal date upon which the war will be deemed to be concluded.
1944-2-01-Churchill-House of Commons Hansard-The Prime Minister.txt;1944-2-01;Cessation Of Hostilities (Formal Date, Determination);14;I certainly see the difficulties but I do not see a way round them.
1944-2-01-Churchill-House of Commons Hansard-The Prime Minister.txt;1944-2-01;Cessation Of Hostilities (Formal Date, Determination);16;The courts will have to decide upon these matters in the absence of legislation by Parliament.
1944-2-01-Churchill-House of Commons Hansard-The Prime Minister.txt;1944-2-01;Cessation Of Hostilities (Formal Date, Determination);39;I certainly think the matter must always be considered but although the courts have the same difficulties as we have, it is their business most specifically to solve them as each case arises—[HON. MEMBERS: "No"]—in the absence of legislation.
1944-2-01-Churchill-House of Commons Hansard-The Prime Minister.txt;1944-2-01;Cessation Of Hostilities (Formal Date, Determination);16;It will be so much easier to define that date when we have actually reached it.
1946-10-23-Churchill-House of Commons Hansard-Mr. Churchill.txt;1946-10-23;Destroyers, Corfu (Mine Explosions);17;Is this the channel where our cruisers were fired upon by the Albanian batteries some months ago?
1948-12-16-Churchill-House of Commons Hansard-Mr. Churchill.txt;1948-12-16;Palestine (Missing Raf Aircraft);21;Why is it necessary that one of our Mosquitos should undertake a training flight over this very dangerous and delicate area?
1948-12-16-Churchill-House of Commons Hansard-Mr. Churchill.txt;1948-12-16;Palestine (Missing Raf Aircraft);34;I presume that His Majesty's Government intended to pursue this matter with the utmost rigour in order to ascertain whether cruel and outrageous measures were not taken against our aeroplane? Is not that so?
1948-12-16-Churchill-House of Commons Hansard-Mr. Churchill.txt;1948-12-16;Palestine (Missing Raf Aircraft);42;Is it not a very roundabout way to go through a mediator and so forth, from one to the other? If we had representation on the spot, should we not be able to put these matters more directly and even more sharply?
1938-3-15-Churchill-House of Commons Hansard-Mr. Churchill.txt;1938-3-15;Lieut-Colonel Muirhead's Statement;6;In quality and quantity, or both?
1938-3-15-Churchill-House of Commons Hansard-The Prime Minister (Mr. Chamberlain).txt;1938-3-15;Lieut-Colonel Muirhead's Statement;204;I do not propose to deal with the various criticisms which have been made by the hon. Member for West Islington (Mr. Montague), but the hon. Member concluded his speech by repeating the request for an independent inquiry into the work of the military side of the Royal Air Force, and it is for the purpose of dealing with that point, and that alone, that I have risen. The hon. Member based his request on what he represented to be virtually the demand of the Cadman Committee. I must say that I find nothing in the report of the Cadman Committee which justifies any statement such as that. One casual observation in a single paragraph out of the 124 paragraphs in the report was taken by the hon. Member, and he put on it a weight which was evidently far greater than it was in itself intended to bear. If, indeed, it had been in the mind of the Committee that an inquiry of this kind, or of the kind described by the hon. Member, were necessary in the public interest, they would certainly not have dismissed it in that brief sentence, but would have supported that demand by an adequate buttressing of evidence.
1938-3-15-Churchill-House of Commons Hansard-The Prime Minister.txt;1938-3-15;Lieut-Colonel Muirhead's Statement;71;Anybody who has read carefully the Memorandum which accompanies the Estimates must, I think, pay tribute to the energy and ability of the Secretary of State and his staff for all that they have done in carrying out that programme. I do not know whether the hon. Gentleman opposite would like us to imitate Germany in the methods which she has employed in regimenting the country for the production of armaments.
1938-3-15-Churchill-House of Commons Hansard-The Prime Minister.txt;1938-3-15;Lieut-Colonel Muirhead's Statement;163;The hon. Member says we may have to, but at any rate, we are not going to do so until we are convinced that nothing else will serve our turn. While, as I said, at any time I should find it very difficult to accede to this request, which in fact amounts to instituting a court-martial upon the Air Ministry, I put it to hon. Members that they could not find a more inopportune moment than the present to institute an investigation which must distract the attention and occupy the minds of those who are engaged, not only in administration, but also in the production of our programmes. This is not the time to harry them to answer questions which do not sound to me as though they were based on any very competent authority. Let us all put our efforts together, get on with the job, and supply this country with the Air Force which it requires in the shortest possible time.
1938-3-15-Churchill-House of Commons Hansard-The Prime Minister.txt;1938-3-15;Lieut-Colonel Muirhead's Statement;29;Surely, the hon. Baronet must have read the passage of the report in which the Committee point out that we cannot entirely separate the military from the civil side.
1938-3-15-Churchill-House of Commons Hansard-The Prime Minister.txt;1938-3-15;Lieut-Colonel Muirhead's Statement;46;May I reply to what the hon. Member has just said? The passage which he has quoted deals with civil aviation and civil aviation alone, and the censure of which he speaks, of neglect of responsibility, is in relation to civil aviation. That is specifically mentioned.
1938-3-15-Churchill-House of Commons Hansard-The Prime Minister.txt;1938-3-15;Lieut-Colonel Muirhead's Statement;128;I know. That is the sentence which the hon. Member has quoted already, but that is not the passage which the hon. Member for Berwick-on-Tweed (Sir H. Seely) quoted. He quoted a passage from paragraph 23, whereas what the hon. Member for West Islington (Mr. Montague) has quoted is paragraph 26. I am speaking of paragraph 23. I say that the censure upon the Secretary of State had reference to civil aviation and that the answer to that censure is that it is true that this matter was neglected, but the reason is clear and obvious to everybody, namely, that the Secretary of State was obliged to give his whole attention to the question of military aviation until that, at any rate, had been put on its feet.
1938-3-15-Churchill-House of Commons Hansard-The Prime Minister.txt;1938-3-15;Lieut-Colonel Muirhead's Statement;36;I must not be interpreted as saying that the Secretary of State was to blame. What I said was that civil aviation had necessarily been neglected while our whole resources were being devoted to military aviation.
1938-3-15-Churchill-House of Commons Hansard-Mr. Churchill.txt;1938-3-15;Lieut-Colonel Muirhead's Statement;2;Immediate benefit?
1938-3-15-Churchill-House of Commons Hansard-Mr. Churchill.txt;1938-3-15;Lieut-Colonel Muirhead's Statement;6;Is it as bad as that?
1938-3-15-Churchill-House of Commons Hansard-Mr. Churchill.txt;1938-3-15;Lieut-Colonel Muirhead's Statement;5;It is 1938, not 1937.
1938-3-15-Churchill-House of Commons Hansard-Mr. Churchill.txt;1938-3-15;Lieut-Colonel Muirhead's Statement;56;My right hon. Friend was suggesting that the Government programme would be fulfilled if, by 31st March, 1937, the Air Force had been equipped only with training machines. I differ from him on that altogether. But, at any rate, we are not now in March, 1937; we have reached a very late date in March, 1938.
1938-3-15-Churchill-House of Commons Hansard-Mr. Churchill.txt;1938-3-15;Lieut-Colonel Muirhead's Statement;7;That is the one the Government chose.
1938-10-05-Churchill-House of Commons Hansard-The Prime Minister (Mr. Chamberlain).txt;1938-10-05;Policy Of His Majesty's Government;27;Perhaps I may be allowed on that question to say that my reading of the Motion is the first interpretation which the hon. Member put upon it.
1938-10-05-Churchill-House of Commons Hansard-Mr. Churchill.txt;1938-10-05;Policy Of His Majesty's Government;290;If I do not begin this afternoon by paying the usual, and indeed almost invariable, tributes to the Prime Minister for his handling of this crisis, it is certainly not from any lack of personal regard. We have always, over a great many years, had very pleasant relations, and I have deeply understood from per-  sonal experiences of my own in a similar crisis the stress and strain he has had to bear; but I am sure it is much better to say exactly what we think about public affairs, and this is certainly not the time when it is worth anyone's while to court political popularity. We had a shining example of firmness of character from the late First Lord of the Admiralty two days ago. He showed that firmness of character which is utterly unmoved by currents of opinion, however swift and violent they may be. My hon. Friend the Member for South-West Hull (Mr. Law), to whose compulsive speech the House listened on Monday—which I had not the good fortune to hear, but which I read, and which I am assured by all who heard it revived the memory of his famous father, so cherished in this House, and made us feel that his gifts did not die with him—was quite right in reminding us that the Prime Minister has himself throughout his conduct of these matters shown a robust indifference to cheers or boos and to the alternations of criticism and applause. If that be so, such qualities and elevation of mind should make it possible for the most severe expressions of honest opinion to be interchanged in this House without rupturing personal relations, and for all points of view to receive the fullest possible expression.
1938-10-05-Churchill-House of Commons Hansard-Mr. Churchill.txt;1938-10-05;Policy Of His Majesty's Government;166;When the Noble Lady cries "Nonsense," she could not have heard the Chancellor of the Exchequer admit in his illuminating and comprehensive speech just now that Herr Hitler had gained in this particular leap forward in substance all he set out to gain. The utmost my right hon. Friend the Prime Minister has been able to secure by all his immense exertions, by all the great efforts and mobilisation which took place in this country, and by all the anguish and strain through which we have passed in this country, the utmost he has been  able to gain—[HON. MEMBERS: "Is peace."] I thought I might be allowed to make that point in its due place, and I propose to deal with it. The utmost he has been able to gain for Czechoslovakia and in the matters which were in dispute has been that the German dictator, instead of snatching his victuals from the table, has been content to have them served to him course by course.
1938-10-05-Churchill-House of Commons Hansard-Mr. Churchill.txt;1938-10-05;Policy Of His Majesty's Government;173;She must very recently have been receiving her finishing course in manners. What will be the position, I want to know, of France and England this year and the year afterwards? What will be the position of that Western front of which we are in full authority the guarantors? The German army at the present time is more numerous than that of France, though not nearly so matured or perfected. Next year it will grow much larger, and its maturity will be more complete. Relieved from all anxiety in the East, and having secured resources which will greatly diminish, if not entirely remove, the deterrent of a naval blockade, the rulers of Nazi Germany will have a free choice open to them in what direction they will turn their eyes. If the Nazi dictator should choose to look westward, as he may, bitterly will France and England regret the loss of that fine army of ancient Bohemia which was estimated last week to require not fewer than 30 German divisions for its destruction.
1938-10-05-Churchill-House of Commons Hansard-Mr. Attlee.txt;1938-10-05;Policy Of His Majesty's Government;18;Is the hon. Member professing to quote me? If so, I should like him to quote me correctly.
1938-10-05-Churchill-House of Commons Hansard-Mr. Attlee.txt;1938-10-05;Policy Of His Majesty's Government;34;I ask the hon. Member to do what any hon. Gentleman would do in this House. If he is not prepared to produce that quotation—and I have no recollection of it—he should withdraw it.
1954-4-14-Churchill-House of Commons Hansard-The Prime Minister (Sir Winston Churchill).txt;1954-4-14;Atomic Energy (Quebec Agreement);21;I showed the document in question to the late Senator MacMahon at the British Embassy in Washington on 8th January, 1952.
1954-4-14-Churchill-House of Commons Hansard-The Prime Minister.txt;1954-4-14;Atomic Energy (Quebec Agreement);66;The hon. Member had a Question on the Order Paper referring to this, or to a portion of what he has now put forward, but he removed it from the Order Paper and, consequently, I thought he did not wish to ask it. The Question he has removed from the Order Paper can hardly be a supplementary to the Question he has left upon the Paper.
1954-4-14-Churchill-House of Commons Hansard-The Prime Minister.txt;1954-4-14;Atomic Energy (Quebec Agreement);41;I would refer the hon. Members to the statement made by my right hon. Friend the Foreign Secretary in the House on 5th April, and to the reply I gave yesterday to the hon. Member for Cardiff, West (Mr. G. Thomas).
